quarter,down,yardsToGo,possessionTeam,defensiveTeam,absoluteYardlineNumber,offenseFormation,playAction,dropbackType,qbSneak,yardsGained,pff_passCoverage,pff_coverage,leftReceivers,rightReceivers,secondsRemainingInQuarter,offense_mean_yards,defense_mean_allowed,log_matchup_ratio
4,1,10,SEA,ARI,31,Shotgun,False,Traditional,,1,Cover-3 Seam,Zone,2,2,569,6.486187845303867,6.6045454545454545,-0.012399639033935162
2,1,10,TEN,IND,68,Singleback,False,Other,False,7,Cover-3,Zone,2,2,774,5.23841059602649,4.921568627450981,0.039218181537404306
2,1,18,IND,JAX,28,Shotgun,False,Traditional,,6,Cover-3,Zone,3,1,220,4.440366972477064,5.153846153846154,-0.09156954124334027
2,2,5,TB,ATL,54,Shotgun,False,Traditional,,12,Cover-1,Man,3,1,761,4.71806167400881,7.2368421052631575,-0.2824298661174715
2,1,10,CAR,NYG,75,Singleback,False,Other,False,6,Cover-1,Man,3,1,278,5.357142857142857,5.005847953216374,0.04294432589556514
5,2,6,IND,DEN,77,Singleback,False,Other,False,2,Cover-3,Zone,3,1,440,4.447488584474886,5.114130434782608,-0.08573014506238351
1,3,10,LA,DAL,56,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,589,5.064327485380117,4.16374269005848,0.11841772363661023
1,1,10,NYG,DAL,35,Shotgun,False,Other,False,3,Cover-3,Zone,2,2,129,4.785714285714286,4.1395348837209305,0.08664289747069732
2,2,5,NYG,TEN,61,Shotgun,False,Traditional,,7,Cover-3,Zone,3,1,671,4.775956284153006,5.339285714285714,-0.06994110431092251
3,2,14,TEN,WAS,73,Shotgun,False,Traditional,,-2,Cover-6 Right,Zone,3,1,530,5.25,5.141361256544503,0.01325580054496418
2,3,10,JAX,PHI,35,Shotgun,False,Other,False,0,Quarters,Zone,3,1,548,6.273743016759776,4.248704663212435,0.24636422950053824
2,1,10,IND,DEN,86,Singleback,False,Other,False,0,Cover-3,Zone,3,1,388,4.4363636363636365,5.097297297297297,-0.08514834623585393
1,2,10,TB,DAL,85,I-Form,False,Other,False,5,Cover-3,Zone,2,1,116,4.75,4.132947976878612,0.08296821107324477
1,1,10,TB,DAL,76,I-Form,False,Other,False,7,Cover-3,Zone,2,1,437,4.751091703056769,4.137931034482759,0.08241071291131967
2,1,5,IND,NE,59,Shotgun,False,Scramble,,0,Cover-6 Right,Zone,3,1,61,4.416289592760181,5.2207207207207205,-0.10297898052928145
5,3,1,KC,TEN,59,I-Form,True,Rollout,,27,Cover-1,Man,1,1,424,6.3076923076923075,5.349112426035503,0.10868592653508154
2,2,10,WAS,DAL,85,Singleback,False,Other,False,11,Quarters,Zone,3,1,863,4.512396694214876,4.154285714285714,0.048842957518118624
4,1,10,JAX,IND,89,Shotgun,False,Other,False,-2,Cover-3,Zone,3,1,676,6.238888888888889,4.931707317073171,0.15255328165710394
3,3,3,IND,TEN,70,Shotgun,False,Traditional,,25,Cover-1,Man,3,1,678,4.396396396396397,5.476470588235294,-0.1363012163544849
3,2,4,CHI,NE,53,Shotgun,False,Other,False,3,Cover-3,Zone,3,1,386,5.146596858638744,5.197309417040358,-0.006205702343479049
3,1,10,WAS,MIN,28,Empty,False,Traditional,,1,Quarters,Zone,3,2,706,4.539094650205762,5.813559322033898,-0.15618922741546976
2,2,7,TEN,KC,30,Shotgun,False,Traditional,,18,Cover-1,Man,3,1,411,5.2026143790849675,5.185567010309279,0.0020804469219034543
3,1,10,NYG,DAL,36,Singleback,False,Other,False,3,Cover-3,Zone,3,1,818,4.788043478260869,4.193181818181818,0.07945604131605573
2,1,10,NO,CIN,68,I-Form,False,Other,False,12,Cover-3,Zone,2,0,153,5.7012448132780085,4.86697247706422,0.10079277622508401
4,2,10,HOU,LAC,85,Shotgun,False,Traditional,,0,2-Man,Man,3,1,142,4.57051282051282,6.7875,-0.2568451925284874
2,1,10,NYJ,CIN,95,Shotgun,False,Other,False,2,Cover-1,Man,3,1,896,5.029268292682927,4.899543378995434,0.01628844033279314
1,2,5,NYJ,CIN,55,Singleback,True,Traditional,,-1,Cover-3,Zone,3,1,464,5.014563106796117,4.886363636363637,0.01612512504537407
1,1,10,JAX,HOU,30,Singleback,False,Other,False,0,Cover-2,Zone,2,2,838,6.193370165745856,6.188775510204081,0.0004999040611087393
1,1,10,BUF,NYJ,43,Shotgun,False,Other,False,1,Cover-3,Zone,2,2,741,6.627218934911243,4.688372093023256,0.2248852702138384
1,3,5,JAX,PHI,85,Shotgun,False,Traditional,,24,Cover-3,Zone,3,1,427,6.15934065934066,4.22680412371134,0.23697722875163088
4,3,5,SF,CHI,51,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,592,6.103825136612022,5.714953271028038,0.04365434302656319
1,1,10,CLE,ATL,85,Singleback,True,Rollout,,13,Cover-3,Zone,3,1,894,5.546448087431694,7.25764192139738,-0.18250717380208675
1,3,7,BUF,BAL,64,Shotgun,False,Traditional,,18,Cover-1,Man,2,2,754,6.594117647058823,5.710900473933649,0.09657497499486921
2,2,19,LA,BUF,48,Shotgun,False,Traditional,,-1,Quarters,Zone,2,2,26,5.034883720930233,4.795180722891566,0.03028683315569896
4,1,7,BUF,GB,17,Shotgun,False,Other,False,4,Red Zone,Zone,3,1,656,6.6608187134502925,5.321428571428571,0.14924442086621864
2,1,10,CHI,MIA,28,I-Form,True,Rollout,,18,Cover-0,Blitz,2,1,900,5.135416666666667,5.7309417040358746,-0.07064625877193155
4,1,10,CHI,MIA,79,Shotgun,True,Traditional,,10,Cover-3,Zone,2,2,782,5.2020725388601035,5.785714285714286,-0.06874013858250397
4,1,10,CIN,PIT,46,Shotgun,False,Other,False,2,Cover-2,Zone,2,2,611,6.044444444444444,6.132183908045977,-0.009654169525354894
3,1,10,ARI,KC,42,Shotgun,False,Other,False,0,Cover-2,Zone,2,2,59,4.783410138248848,5.251282051282051,-0.05837401059109576
3,2,5,JAX,LAC,44,Shotgun,True,Traditional,,6,Cover-3,Zone,2,2,393,6.256830601092896,6.745341614906832,-0.05142765454758126
1,1,10,IND,TEN,35,Shotgun,True,Traditional,,19,Cover-3 Seam,Zone,2,2,226,4.488789237668161,5.590643274853801,-0.137266451466112
2,3,4,TB,DAL,94,Shotgun,False,Traditional,,7,Cover-2,Zone,3,1,77,4.760869565217392,4.186440677966102,0.07689835336550568
4,3,2,LAC,LV,90,Singleback,False,Other,False,3,Cover-0,Blitz,3,1,101,6.177664974619289,6.293785310734464,-0.012573115688724983
1,2,7,ATL,CIN,51,Shotgun,False,Traditional,,2,Cover-1,Man,2,2,661,5.085106382978723,4.85972850678733,0.028271579193727872
2,1,10,MIA,CHI,92,Shotgun,False,Other,False,0,Cover-3,Zone,3,1,52,5.883838383838384,5.688372093023256,0.022248118317093304
4,4,17,CAR,ATL,28,Shotgun,False,Traditional,,0,Cover-2,Zone,3,1,105,5.360655737704918,7.282608695652174,-0.2069170857452723
3,3,10,WAS,IND,34,Shotgun,False,Traditional,,5,Cover-1,Man,3,1,385,4.524590163934426,4.898058252427185,-0.04844057997381693
1,3,15,TEN,HOU,73,Shotgun,False,Run,False,2,Cover-2,Zone,2,2,735,5.285714285714286,6.157360406091371,-0.10002508741771725
1,2,18,KC,TEN,28,Shotgun,False,Traditional,,0,Quarters,Zone,2,2,456,6.413265306122449,5.6686046511627906,0.08241204104131436
4,1,10,DAL,LA,51,Singleback,True,Traditional,,0,Cover-3,Zone,2,2,814,5.365482233502538,5.6647727272727275,-0.03515170401393601
3,1,2,PHI,DET,12,Shotgun,False,Other,False,2,Cover-0,Blitz,2,2,625,5.9209039548022595,6.686274509803922,-0.08231258506699347
2,2,1,CIN,BAL,88,Singleback,False,QB_Sneak,True,3,Cover-0,Blitz,3,1,340,6.0265486725663715,5.768867924528302,0.028962368005560873
3,3,11,BAL,CIN,61,Empty,False,Traditional,,8,Cover-1,Man,3,2,801,5.69377990430622,4.846846846846847,0.10249601606128057
3,1,10,SF,KC,76,Shotgun,False,Traditional,,4,Cover-2,Zone,2,2,552,6.070652173913044,5.224489795918367,0.09792787953193205
2,2,6,DAL,WAS,101,Shotgun,False,Traditional,,0,Red Zone,Zone,3,1,75,5.338383838383838,5.104166666666667,0.02849107358304031
4,1,10,LAC,SEA,85,Shotgun,False,Other,False,13,Cover-2,Zone,2,2,416,6.161616161616162,4.618604651162791,0.1844293194820375
1,4,3,CLE,ATL,14,Shotgun,False,Scramble,,0,Red Zone,Zone,2,2,630,5.586956521739131,7.251082251082251,-0.17713887926004301
3,2,8,IND,TEN,27,Shotgun,False,Traditional,,9,Quarters,Zone,2,2,532,4.553571428571429,5.635838150289017,-0.1339002497014881
3,1,10,PHI,DAL,85,Singleback,True,Rollout,,14,Cover-3,Zone,2,2,900,5.898876404494382,4.202247191011236,0.21153188195013603
3,1,10,HOU,LV,84,I-Form,True,Traditional,,9,Cover-3,Zone,2,1,342,4.54140127388535,6.275280898876405,-0.20694483395660182
4,3,4,ARI,MIN,91,Shotgun,False,Traditional,,5,Quarters,Zone,3,1,86,4.761467889908257,5.786516853932584,-0.12404686337436695
3,2,4,BAL,BUF,79,Pistol,False,Other,False,-2,Quarters,Zone,2,1,169,5.704761904761905,4.7604790419161676,0.11482612884441892
4,1,10,PHI,ARI,90,Shotgun,False,Other,False,7,Cover-0,Blitz,2,2,222,5.944134078212291,6.579185520361991,-0.0685946476369301
2,3,11,CLE,ATL,99,Empty,False,Traditional,,0,Red Zone,Zone,3,2,16,5.556756756756757,7.219827586206897,-0.17760844156101666
2,1,10,MIA,NE,65,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,80,5.8542713567839195,5.1875,0.07829136241513944
3,2,8,ARI,SEA,82,Shotgun,False,Traditional,,4,Cover-2,Zone,2,2,858,4.762557077625571,4.657407407407407,0.013638328790388628
3,1,10,PHI,DET,78,Shotgun,False,Other,False,7,Cover-1,Man,3,1,785,5.95,6.663414634146341,-0.0766935187758738
1,1,10,TB,BAL,71,Shotgun,False,Traditional,,9,Cover-3,Zone,2,2,582,4.770562770562771,5.755868544600939,-0.11938154700452694
1,2,1,BUF,KC,55,I-Form,True,Traditional,,2,Cover-2,Zone,3,1,779,6.645348837209302,5.218274111675127,0.16011555243108175
2,2,8,MIA,CIN,83,I-Form,False,Other,False,19,Quarters,Zone,2,1,132,5.825,4.860986547085202,0.11567646156615398
1,3,9,CIN,NO,101,Empty,False,Traditional,,9,Red Zone,Zone,3,2,51,6.013215859030837,5.900990099009901,0.012529408602087637
3,1,10,ARI,SEA,70,Pistol,False,Other,False,4,Cover-6 Right,Zone,3,1,806,4.759090909090909,4.654377880184332,0.013587416843019923
3,2,9,NYJ,GB,45,Singleback,True,Traditional,,14,Cover-3,Zone,3,1,110,4.9855072463768115,5.314720812182741,-0.0403992212028935
1,1,10,CLE,NYJ,100,Singleback,False,Traditional,,8,Cover-3,Zone,2,2,812,5.526881720430108,4.671296296296297,0.10573809257940311
3,1,10,NYJ,PIT,35,Shotgun,False,Other,False,1,Cover-1,Man,3,1,900,5.028846153846154,6.1085714285714285,-0.12617503018877416
4,1,10,MIN,GB,26,Shotgun,True,Traditional,,22,Cover-6 Right,Zone,2,2,712,5.218905472636816,5.358585858585859,-0.016852207028301446
2,2,11,WAS,JAX,83,Shotgun,False,Traditional,,0,Cover-2,Zone,2,2,601,4.526530612244898,5.157657657657658,-0.0805228618810611
2,2,10,NE,BAL,46,Shotgun,False,Traditional,,22,Cover-1,Man,3,1,15,6.708920187793427,5.771028037383178,0.10159102632693197
2,2,14,WAS,MIN,27,Shotgun,False,Other,False,17,Cover 6-Left,Blitz,3,1,371,4.508130081300813,5.782122905027933,-0.15673168423898803
2,1,10,PHI,PIT,39,Shotgun,True,Traditional,,29,Cover-6 Right,Zone,3,1,380,5.955801104972376,6.079545454545454,-0.01372263777462372
4,2,7,CLE,PIT,63,Singleback,False,Other,False,-5,Cover-3,Zone,2,1,387,5.540106951871658,6.209039548022599,-0.07541201285536657
4,1,10,HOU,LV,34,Singleback,False,Other,False,4,Cover-1,Man,3,1,807,4.569620253164557,6.290502793296089,-0.20484972292812914
3,1,10,ARI,KC,74,Shotgun,False,Traditional,,4,Cover-2,Zone,2,2,179,4.755656108597285,5.202020202020202,-0.055958078353170876
2,1,10,ARI,KC,90,Pistol,False,Other,False,6,Cover-1,Man,3,1,183,4.752252252252252,5.1959798994974875,-0.05566034958979637
1,2,8,NYG,CAR,90,Empty,False,Traditional,,-2,Cover-2,Zone,3,2,853,4.778378378378378,5.3558558558558556,-0.07161469359031483
1,2,8,IND,JAX,64,Empty,False,Traditional,,4,Cover-3 Seam,Zone,3,2,828,4.573333333333333,5.134529147982063,-0.07148453581111021
1,1,10,LAC,LV,35,Shotgun,False,Other,False,8,Cover-1,Man,3,1,900,6.1959798994974875,6.277777777777778,-0.008855631492139996
2,2,8,CHI,SF,18,Shotgun,False,Other,False,1,Cover-3,Zone,3,1,900,5.22680412371134,4.4787878787878785,0.09532686406643433
1,1,10,CHI,HOU,83,Shotgun,False,Traditional,,5,Cover-1,Man,3,1,484,5.205128205128205,6.136363636363637,-0.10750308019211254
1,2,10,IND,JAX,24,Shotgun,False,Traditional,,20,Cover-3,Zone,3,1,889,4.570796460176991,5.129464285714286,-0.07119673509833778
4,1,10,SEA,NYG,26,Shotgun,False,Other,False,16,Cover-1,Man,3,1,331,6.456043956043956,5.011627906976744,0.16576009624238577
1,1,10,BUF,KC,59,Shotgun,False,Traditional,,0,Cover-2,Zone,2,2,158,6.618497109826589,5.2,0.15955383664342895
2,1,10,PIT,TB,91,Shotgun,False,Rollout,False,6,Cover-2,Zone,3,1,658,4.548387096774194,4.860576923076923,-0.04052608223446914
2,2,9,SF,CHI,24,Shotgun,False,Run,False,6,Cover-2,Zone,3,1,701,6.059459459459459,5.662037037037037,0.044859527244933466
4,3,1,NO,SEA,50,Shotgun,False,Run,False,60,Cover-3,Zone,1,1,333,5.7272727272727275,4.651376146788991,0.1315673663156499
1,2,7,TB,KC,41,Singleback,False,Traditional,,25,Cover-3,Zone,2,2,815,4.788793103448276,5.174129353233831,-0.04828827894746092
4,1,10,TEN,IND,56,I-Form,False,Other,False,2,Cover-1,Man,2,1,151,5.264516129032258,4.898550724637682,0.04529188369893519
2,2,6,DEN,LV,54,Singleback,True,Traditional,,0,Cover-3,Zone,2,2,665,4.917948717948718,6.287292817679558,-0.15951489287915727
4,3,16,ATL,TB,70,Pistol,True,Traditional,,-6,Cover-3,Zone,3,1,669,5.068783068783069,4.866028708133971,0.025449343941501838
2,2,10,NYG,SEA,72,Other,False,Other,False,5,Cover-3,Zone,2,2,605,4.741935483870968,4.904109589041096,-0.020731101202460342
3,2,24,ARI,MIN,21,Shotgun,False,Other,False,4,Cover 6-Left,Blitz,2,2,811,4.757847533632287,5.844444444444444,-0.13108456780960473
2,1,10,WAS,IND,76,Singleback,True,Traditional,,-4,Cover-3,Zone,2,2,482,4.558704453441296,4.884615384615385,-0.04221362326611223
3,1,10,GB,BUF,65,I-Form,False,Other,False,11,Cover-2,Zone,2,1,830,5.428571428571429,4.720238095238095,0.08778206816599418
2,1,10,SEA,DET,59,Singleback,False,Other,False,13,Cover-3,Zone,2,2,687,6.508196721311475,6.665048543689321,-0.01636189249382495
4,1,10,CLE,LAC,66,Singleback,True,Scramble,,0,Quarters,Zone,2,1,368,5.48404255319149,6.7407407407407405,-0.13813008337096322
4,1,10,LA,TB,103,Singleback,False,Other,False,0,Cover-0,Blitz,2,1,112,5.0,4.814285714285714,0.023487975365716122
2,2,4,DEN,IND,70,Shotgun,False,Traditional,,6,Quarters,Zone,2,2,900,4.892857142857143,4.842105263157895,0.00645086292363882
2,1,20,NYG,TEN,87,Shotgun,False,Traditional,,15,Cover-2,Zone,3,1,16,4.74331550802139,5.655172413793103,-0.11132712584264583
4,4,1,GB,MIN,28,Empty,False,Traditional,,0,Cover-2,Zone,3,2,230,5.452586206896552,5.834254143646409,-0.04416421681561669
4,1,6,CIN,MIA,16,Singleback,False,Other,False,4,Cover-0,Blitz,3,0,130,6.026315789473684,5.804444444444444,0.02488763736176772
3,2,6,KC,ARI,48,Empty,False,Traditional,,0,Cover-1,Man,3,2,490,6.380710659898477,6.581081081081081,-0.021134905405565497
3,3,7,TEN,WAS,19,Shotgun,False,Traditional,,7,Red Zone,Zone,3,1,134,5.243589743589744,5.077720207253886,0.020326212413278658
4,3,9,NYG,SEA,36,Shotgun,False,Scramble,False,5,2-Man,Man,3,1,510,4.797872340425532,4.904545454545454,-0.013587044924032862
2,2,11,MIA,MIN,73,Shotgun,False,Traditional,,17,Cover-3,Zone,2,2,652,5.890547263681592,5.802197802197802,0.009987164290893767
1,2,5,CIN,NO,40,Shotgun,False,Other,False,4,Cover-3,Zone,2,2,869,6.0174672489082965,5.916256157635468,0.01128735410518534
1,1,3,PHI,MIN,107,Shotgun,True,Run,False,3,Cover-0,Blitz,2,2,554,6.082417582417582,5.863387978142076,0.024411323468630324
3,1,10,NO,CAR,45,Singleback,False,Other,False,7,Cover-3,Zone,3,1,781,5.950617283950617,5.322869955156951,0.07271534144276451
2,3,2,CIN,ATL,47,Empty,False,Traditional,,4,Cover-1,Man,4,1,153,6.008695652173913,7.1581196581196584,-0.12008303242542957
3,3,2,KC,IND,108,Shotgun,False,Rollout,,0,Red Zone,Zone,3,1,484,6.348484848484849,4.847619047619047,0.17500406121106615
4,3,12,DAL,WAS,64,Shotgun,False,Other,False,1,Cover-6 Right,Zone,3,1,144,5.311557788944723,5.087628865979381,0.027311450526951886
3,1,15,TEN,NYG,87,I-Form,False,Other,False,5,Cover-1,Man,2,1,248,5.254777070063694,5.07514450867052,0.022001301415094734
1,1,10,LA,ATL,51,I-Form,True,Traditional,,15,Cover-3,Zone,2,1,389,4.971264367816092,7.14468085106383,-0.2411063391872161
4,2,9,NYJ,NE,101,Shotgun,False,Traditional,,0,Bracket,Blitz,2,2,124,5.009569377990431,5.164444444444444,-0.01915167918939892
4,3,1,BUF,NYJ,62,Singleback,False,QB_Sneak,True,2,Cover-1,Man,2,1,594,6.580459770114943,4.686635944700461,0.2202423027244463
1,1,10,SEA,NYG,69,Singleback,True,Rollout,,13,Cover-3,Zone,3,1,365,6.543478260869565,5.074712643678161,0.1671206959131333
3,2,1,SEA,ARI,94,Singleback,False,Other,False,0,Cover-3,Zone,3,1,258,6.578378378378378,6.551569506726457,0.002802818257290095
1,1,10,MIA,BAL,58,Shotgun,False,Other,False,3,Quarters,Zone,2,2,774,5.945544554455446,5.846511627906977,0.011132375710524917
3,3,2,NE,IND,62,Shotgun,False,Traditional,,17,Cover-3,Zone,3,1,324,6.780373831775701,4.8246445497630335,0.2230993458685943
4,3,19,MIA,MIN,76,Shotgun,False,Traditional,,14,Cover-6 Right,Zone,3,1,408,5.931034482758621,5.8478260869565215,0.00936044065356224
1,1,10,WAS,PHI,68,Shotgun,False,Other,False,3,Cover-3,Zone,2,2,319,4.524193548387097,4.328205128205128,0.02639300876728138
3,1,15,BAL,BUF,80,Shotgun,False,Scramble,,0,Quarters,Zone,2,2,892,5.636792452830188,4.757396449704142,0.10738447491086844
4,2,9,BUF,LA,52,Shotgun,True,Run,False,5,Cover-3 Seam,Zone,3,1,619,6.554285714285714,5.632768361581921,0.10142456022325197
2,2,20,SEA,ARI,34,Empty,False,Run,False,5,Cover-3,Zone,3,2,280,6.543010752688172,6.522321428571429,0.0021703611246515733
1,3,8,NO,ARI,20,Shotgun,False,Traditional,,0,Cover-3,Zone,3,1,133,5.954918032786885,6.515555555555555,-0.060724990989973485
2,1,10,TB,LA,85,Singleback,False,Other,False,4,Cover 6-Left,Blitz,2,2,770,4.875536480686695,5.629213483146067,-0.09139203431244722
3,1,10,CAR,SF,93,Singleback,False,Other,False,0,Quarters,Zone,2,2,314,5.302702702702702,4.457831325301205,0.10731639645224297
1,3,14,TEN,BUF,95,Shotgun,False,Traditional,,13,Cover-6 Right,Zone,3,1,347,5.253164556962025,4.729411764705882,0.06556393104472692
1,2,8,TEN,BUF,51,Empty,False,Traditional,,20,Cover-6 Right,Zone,3,2,479,5.30188679245283,4.777777777777778,0.06521213241328322
3,1,10,LA,ARI,45,Singleback,True,Traditional,,26,Cover-3,Zone,3,1,216,5.0285714285714285,6.486725663716814,-0.16688687678465855
1,1,10,KC,LV,53,Shotgun,True,Scramble,False,4,Cover-3,Zone,2,2,341,6.316582914572864,6.252747252747253,0.006875412194794296
4,1,10,LAC,KC,57,Singleback,True,Traditional,,3,Cover-2,Zone,3,1,792,6.205,5.272277227722772,0.10683695899268456
4,2,7,DET,MIA,81,Singleback,False,Other,False,-2,Cover-3,Zone,2,2,822,5.369565217391305,5.79646017699115,-0.04974743854869299
3,3,25,NYJ,MIA,101,Shotgun,False,Other,False,17,Cover-3,Zone,3,1,68,4.985714285714286,5.762114537444934,-0.09278300807501215
2,2,9,BAL,NO,65,Empty,False,Traditional,,0,Cover-2,Zone,4,1,732,5.610328638497653,5.9068627450980395,-0.033859579711755114
5,4,26,TEN,KC,19,Empty,False,Traditional,,0,Cover-2,Zone,3,2,133,5.39375,5.261083743842365,0.01593159468152805
3,3,1,CLE,PIT,28,Singleback,False,QB_Sneak,True,2,Cover-3,Zone,2,2,204,5.455026455026455,6.146067415730337,-0.07856286713136343
4,2,1,BUF,GB,48,Singleback,False,Other,False,4,Cover-3,Zone,2,1,222,6.545454545454546,5.442211055276382,0.12282080230539429
1,3,1,LAC,LV,44,I-Form,False,Other,False,2,Cover-1,Man,2,1,842,6.189054726368159,6.240437158469946,-0.005576122706728022
1,2,9,NE,DET,90,Shotgun,False,Traditional,,1,Cover-2,Zone,2,2,575,6.8279069767441865,6.695652173913044,0.01354843118152808
4,1,10,NE,DET,28,Singleback,False,Other,False,7,Cover-1,Man,2,1,182,6.800925925925926,6.668269230769231,0.013627550579461302
4,2,8,CIN,MIA,44,I-Form,True,Rollout,,0,Cover-1,Man,2,1,386,6.0,5.81140350877193,0.021177836719352954
2,2,7,SEA,DET,67,Singleback,False,Other,False,6,Cover-3,Zone,2,2,752,6.53475935828877,6.669856459330144,-0.014069461499726097
1,3,9,ARI,PHI,38,Shotgun,False,Scramble,,0,Cover-3 Seam,Zone,3,1,753,4.754464285714286,4.321428571428571,0.05746323016808029
2,1,10,ARI,NO,23,Shotgun,True,Run,False,-4,Quarters,Zone,3,1,321,4.733333333333333,5.878048780487805,-0.13804177758232178
4,2,2,NO,CAR,80,Shotgun,False,Traditional,,16,Cover-1,Man,2,2,868,5.930612244897959,5.330357142857143,0.06957860730796604
3,4,1,JAX,IND,15,Singleback,True,Rollout,,5,Red Zone,Zone,3,1,22,6.255434782608695,4.882075471698113,0.16061963147930916
2,2,7,CHI,MIA,52,Shotgun,True,Rollout,,6,Cover-3,Zone,3,1,325,5.204081632653061,5.786026200873362,-0.06853072101009984
3,2,4,LV,HOU,89,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,404,6.297297297297297,6.130653266331659,0.018086497131397483
1,2,10,IND,KC,44,Shotgun,False,Other,False,5,Quarters,Zone,3,1,889,4.638766519823789,5.235294117647059,-0.07519291972877519
2,2,2,IND,HOU,56,Shotgun,False,Traditional,,20,Cover-3,Zone,2,2,97,4.640350877192983,6.1,-0.1748308430769439
4,2,10,HOU,PHI,48,Shotgun,False,Traditional,,27,Cover-3,Zone,3,1,353,4.566037735849057,4.299492385786802,0.03586469455894347
2,1,15,ARI,LV,49,Empty,False,Traditional,,6,Cover-2,Zone,3,2,266,4.6946902654867255,6.217391304347826,-0.18056150072251373
3,1,10,DEN,SEA,54,Shotgun,False,Traditional,,7,Cover-3 Seam,Zone,2,2,780,4.898477157360406,4.904977375565611,-0.0008226324077394809
4,1,10,PIT,BUF,52,Shotgun,False,Traditional,,6,Cover-2,Zone,3,1,713,4.574468085106383,4.866279069767442,-0.03780201242023706
1,3,4,BUF,LA,95,Shotgun,False,Traditional,,10,Cover-3,Zone,2,2,226,6.531073446327683,5.620111731843576,0.10045928127413649
4,1,10,ATL,CAR,24,Singleback,False,Other,False,1,Cover-3,Zone,3,1,543,5.010526315789473,5.377777777777778,-0.044826220471854084
4,2,10,MIA,NYJ,85,Shotgun,False,Traditional,,9,Cover-2,Zone,3,1,541,5.970588235294118,4.674311926605505,0.1560725761346606
2,1,10,MIN,DET,50,Singleback,False,Other,False,6,Cover-2,Zone,3,1,752,5.301980198019802,6.666666666666667,-0.15218944288653913
3,1,10,CLE,CIN,47,Shotgun,False,Other,False,0,Cover-3,Zone,3,1,810,5.436842105263158,4.924107142857143,0.06269841505574879
3,2,4,CLE,CIN,106,Shotgun,False,Traditional,,4,Cover-0,Blitz,3,1,194,5.408376963350785,4.902222222222222,0.06208443735532016
4,1,10,NYG,BAL,74,Singleback,False,Other,False,5,Cover-3,Zone,2,2,610,4.798941798941799,5.833333333333333,-0.12454435660448127
4,3,2,TB,LA,84,Shotgun,False,Traditional,,19,Cover-3,Zone,3,1,215,4.871794871794871,5.644444444444445,-0.0936307296813879
1,2,5,MIN,NO,105,Singleback,True,Traditional,,0,Cover-3,Zone,2,2,508,5.305418719211823,5.830097087378641,-0.061257835899963954
2,1,10,CAR,TB,60,Singleback,False,Other,False,9,Cover-1,Man,2,2,689,5.274193548387097,4.806603773584905,0.058171432508576794
1,1,10,IND,JAX,63,Shotgun,False,Traditional,,3,Cover-3,Zone,2,2,140,4.707423580786026,5.195555555555556,-0.06140802064358739
