down,yardsToGo,absoluteYardlineNumber,quarter,offenseFormation,playAction,dropbackType,qbSneak,rushLocationType,pff_runConceptPrimary,pff_runPassOption,pff_passCoverage,pff_manZone,yardsGained,secondsRemainingInQuarter,leftReceivers,rightReceivers
1,10,89,2,SINGLEBACK,1,DESIGNED_ROLLOUT_LEFT,0,NONE,POWER,0,Red Zone,Other,5,705,2,2
3,16,18,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,9,530,3,1
2,3,80,4,SINGLEBACK,0,,0,INSIDE_LEFT,MAN,0,Quarters,Zone,1,28,3,1
2,10,78,3,PISTOL,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,16,342,2,2
1,10,46,1,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,528,2,2
3,5,59,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,COUNTER,0,Cover-1,Man,41,142,2,2
2,10,61,1,PISTOL,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,39,571,2,2
1,10,78,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,19,896,2,2
1,10,82,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Cloud Right,Zone,10,728,2,2
1,10,54,3,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,0,668,2,2
1,10,75,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,9,57,4,1
1,10,39,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,15,47,3,1
4,2,59,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,814,2,2
1,10,52,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,574,2,2
1,10,54,1,I_FORM,1,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,85,2,1
3,2,47,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-1,Man,17,900,3,1
3,9,65,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-6,528,2,2
1,10,33,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-5,455,3,1
2,3,86,1,SINGLEBACK,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Quarters,Zone,0,668,3,1
2,10,32,1,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,16,581,2,2
1,10,52,1,SINGLEBACK,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Cover-3,Zone,20,113,2,2
2,4,76,4,I_FORM,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,2,94,1,1
3,6,77,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,5,862,3,1
2,10,75,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,MAN,0,Quarters,Zone,6,662,2,2
2,4,31,1,SHOTGUN,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,1,Cover-3,Zone,5,119,3,1
1,10,45,2,SHOTGUN,1,,0,INSIDE_RIGHT,TRICK,0,Cover-3,Zone,6,600,2,2
2,10,55,1,SINGLEBACK,0,,0,INSIDE_LEFT,COUNTER,0,Cover-3 Seam,Zone,-1,842,2,2
1,10,74,1,SHOTGUN,1,SCRAMBLE_ROLLOUT_RIGHT,0,NONE,TRICK,0,Quarters,Zone,2,38,2,2
2,15,26,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,14,2,2
2,4,96,3,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-1 Double,Man,-10,11,3,1
2,10,47,4,EMPTY,0,SCRAMBLE,0,NONE,NONE,0,Cover-6 Right,Zone,0,494,3,2
1,10,46,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,8,3,2
3,19,17,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,16,826,3,2
1,10,60,2,PISTOL,1,SCRAMBLE,0,OUTSIDE_RIGHT,COUNTER,0,Quarters,Zone,7,430,2,1
2,15,88,2,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,741,2,2
3,9,39,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-7,187,2,2
1,10,43,1,JUMBO,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,1,582,2,2
2,8,66,4,I_FORM,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,-4,173,2,1
1,10,82,2,SHOTGUN,0,UNKNOWN,0,INSIDE_LEFT,DRAW,0,Cover-3,Zone,6,100,2,2
2,9,60,3,PISTOL,1,SCRAMBLE,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,2,196,1,1
1,15,12,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-3,730,3,1
2,2,43,2,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-3,Zone,0,56,2,2
2,5,53,4,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,189,3,1
1,10,25,1,SHOTGUN,0,,0,INSIDE_RIGHT,TRICK,0,Cover-3 Seam,Zone,-2,295,2,2
1,15,53,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,1,277,3,1
1,10,47,4,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-3,Zone,19,120,2,2
2,8,61,2,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-2,Zone,2,660,3,1
2,10,19,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,7,163,3,1
1,15,65,1,SHOTGUN,1,SCRAMBLE,0,INSIDE_LEFT,NONE,0,Cover-1,Man,13,774,3,1
1,10,71,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,38,2,2
1,10,9,4,SINGLEBACK,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,1,376,2,2
1,10,55,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,12,25,2,2
3,15,80,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,526,3,1
3,12,44,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,14,300,3,1
2,4,25,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,13,521,3,1
1,20,87,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,366,2,2
1,10,26,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,23,408,3,1
3,1,99,4,SHOTGUN,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-3,Zone,0,614,2,2
2,11,26,1,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-1,Man,3,778,2,2
2,10,44,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,2,252,3,1
3,6,59,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,25,75,3,1
1,10,25,2,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,0,Cover 6-Left,Zone,11,594,3,1
1,10,55,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,713,3,2
1,10,76,4,SINGLEBACK,1,TRADITIONAL,0,NONE,POWER,0,Cover-2,Zone,-2,743,3,1
2,2,4,1,I_FORM,0,,0,OUTSIDE_LEFT,COUNTER,0,Cover-3,Zone,0,335,1,1
1,10,50,4,SHOTGUN,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,1,Cover-3,Zone,-2,177,2,2
2,10,63,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,9,520,3,1
3,8,56,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-9,344,3,1
3,10,25,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,11,715,3,1
1,10,84,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,120,2,2
2,10,17,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,5,586,2,2
2,14,41,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,15,588,2,2
3,10,81,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,593,3,1
3,1,86,4,SINGLEBACK,0,QB_SNEAK,1,INSIDE_RIGHT,SNEAK,0,Cover-0,Man,3,444,2,1
1,10,25,2,I_FORM,1,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,75,846,2,1
1,3,3,3,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Red Zone,Other,0,579,2,2
2,4,96,3,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,0,Cover-0,Man,0,258,2,2
2,8,30,4,I_FORM,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,10,392,2,1
1,10,44,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Cover 6-Left,Zone,2,513,2,2
1,10,32,3,SHOTGUN,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,2,407,2,1
1,10,42,3,SINGLEBACK,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Cover-3 Seam,Zone,0,48,2,1
1,10,61,3,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,1,241,2,1
1,10,45,3,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Quarters,Zone,2,771,2,2
2,6,67,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,-8,820,3,1
2,3,52,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,8,292,3,1
1,10,73,3,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,0,Cover-3 Seam,Zone,0,339,2,1
1,10,89,2,SINGLEBACK,0,,0,INSIDE_RIGHT,MAN,0,Red Zone,Other,6,872,3,1
2,12,88,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,2-Man,Man,7,616,3,2
3,3,31,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,820,3,1
1,10,25,4,SINGLEBACK,1,SCRAMBLE_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,0,558,3,1
2,7,92,3,EMPTY,0,SCRAMBLE,0,NONE,NONE,0,Cover-3,Zone,0,568,3,2
2,9,26,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,7,607,2,2
2,16,19,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,26,712,3,1
3,10,81,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,32,888,2,2
2,8,60,2,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,7,718,2,2
1,10,97,2,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,13,105,2,2
3,11,48,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,12,378,3,1
2,8,27,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-4,142,2,2
2,14,46,4,SINGLEBACK,0,,0,INSIDE_RIGHT,COUNTER,0,Cover-6 Right,Zone,0,140,2,2
3,9,73,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,3,473,3,2
3,10,62,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,11,597,3,1
2,10,31,1,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,1,206,2,1
1,10,27,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-1,Man,-2,120,2,2
1,10,12,1,SHOTGUN,0,,0,INSIDE_RIGHT,TRAP,0,Cover-3,Zone,8,376,3,1
1,10,15,4,SINGLEBACK,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,0,869,3,1
3,6,72,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,20,574,3,1
2,10,25,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,9,560,2,2
2,3,58,1,SHOTGUN,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,1,Cover-1,Man,18,795,2,2
3,10,72,1,SHOTGUN,0,DESIGNED_ROLLOUT_RIGHT,0,NONE,NONE,0,Cover-1,Man,10,18,3,1
3,2,27,4,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,24,141,2,2
2,1,99,4,I_FORM,0,QB_SNEAK,1,INSIDE_RIGHT,SNEAK,0,Goal Line,Other,1,120,2,1
1,10,63,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,51,2,2
2,7,78,3,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,0,Cover-1,Man,17,246,3,1
1,10,33,1,I_FORM,1,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,-7,679,2,1
1,10,19,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,170,2,2
2,1,72,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-6 Right,Zone,2,370,3,1
1,10,31,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Quarters,Zone,6,408,2,2
1,10,77,1,I_FORM,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,6,667,2,1
3,2,66,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,37,821,2,2
3,1,55,3,SINGLEBACK,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,12,276,3,1
4,9,61,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,469,3,1
2,1,13,3,SINGLEBACK,0,,0,OUTSIDE_RIGHT,PULL LEAD,0,Quarters,Zone,9,699,2,2
1,10,60,3,SINGLEBACK,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-3,Zone,5,149,2,2
2,6,74,3,SHOTGUN,0,,0,INSIDE_RIGHT,POWER,1,Quarters,Zone,5,808,2,2
3,2,45,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,8,745,2,2
2,3,34,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,12,253,2,2
2,3,3,1,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,3,478,2,2
2,9,81,4,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover 6-Left,Zone,4,644,2,2
3,3,15,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,1,74,3,1
3,6,60,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,14,98,3,1
1,10,17,2,I_FORM,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover 6-Left,Zone,4,714,2,1
3,4,96,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,0,120,3,1
1,10,89,3,SINGLEBACK,0,TRADITIONAL,0,NONE,OUTSIDE ZONE,1,Cover-3,Zone,3,594,2,2
2,7,13,5,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,22,365,2,1
3,7,26,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,8,147,2,2
1,10,32,2,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-1,Man,0,370,2,2
1,5,95,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,MAN,0,Red Zone,Other,4,160,2,2
1,10,84,3,SINGLEBACK,1,SCRAMBLE_ROLLOUT_RIGHT,0,NONE,POWER,0,Cover-1,Man,16,753,2,2
1,10,68,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,0,166,2,2
1,10,75,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,5,119,3,1
2,9,26,1,I_FORM,1,TRADITIONAL,0,NONE,MAN,0,Cover-6 Right,Zone,-3,861,2,1
2,7,51,4,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,1,Cover-3,Zone,0,541,2,2
3,1,20,1,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,1,619,2,2
1,10,64,2,I_FORM,0,,0,INSIDE_LEFT,MAN,0,Cover-1,Man,21,706,1,1
3,9,35,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,373,3,2
2,15,35,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,13,186,3,2
3,1,45,4,I_FORM,0,,0,OUTSIDE_RIGHT,FB RUN,0,Cover-1,Man,0,68,2,0
2,7,13,3,WILDCAT,0,UNKNOWN,0,INSIDE_RIGHT,INSIDE ZONE,0,Quarters,Zone,3,168,3,1
1,20,58,1,SHOTGUN,0,TRADITIONAL,0,NONE,POWER,0,Quarters,Zone,0,436,3,1
2,2,33,3,SINGLEBACK,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-1,Man,11,691,2,2
3,5,5,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,5,455,3,1
1,10,31,3,SINGLEBACK,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-3 Seam,Zone,2,439,2,2
3,10,74,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,290,2,2
3,10,10,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,803,3,2
1,10,59,3,SINGLEBACK,1,TRADITIONAL,0,NONE,POWER,0,Cover-3,Zone,19,480,3,1
2,5,32,1,SINGLEBACK,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Cover-1,Man,21,744,3,1
1,9,9,2,EMPTY,0,SCRAMBLE,0,NONE,NONE,0,Cover-1,Man,0,17,3,2
1,10,57,2,SINGLEBACK,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-6 Right,Zone,4,458,3,1
2,7,28,2,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,1,Quarters,Zone,-9,726,2,2
1,3,97,4,EMPTY,0,DESIGNED_RUN,0,INSIDE_LEFT,PULL LEAD,1,Cover-0,Man,0,865,3,2
2,17,22,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,338,3,1
1,10,67,2,SINGLEBACK,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Quarters,Zone,3,353,3,1
3,7,9,2,SHOTGUN,0,UNKNOWN,0,INSIDE_RIGHT,MAN,1,Cover-3,Zone,1,862,3,1
3,15,20,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,751,3,1
2,4,82,3,PISTOL,1,TRADITIONAL,0,NONE,COUNTER,0,Cover-3,Zone,11,483,2,2
2,9,74,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,3,188,2,2
2,7,37,4,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,15,680,3,1
4,2,97,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,382,2,2
3,3,29,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,594,3,2
2,6,64,4,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-3,Zone,0,662,3,1
2,11,20,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,0,340,3,2
1,10,30,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,11,121,2,2
3,2,2,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,2,284,2,2
1,10,53,2,I_FORM,0,,0,INSIDE_RIGHT,COUNTER,0,Cover 6-Left,Zone,6,355,2,1
2,11,24,4,I_FORM,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,5,390,2,1
1,10,60,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,697,4,1
1,10,76,4,SHOTGUN,1,,0,OUTSIDE_RIGHT,TRICK,0,Cover 6-Left,Zone,8,120,2,2
2,10,17,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,12,157,2,2
3,21,14,4,SHOTGUN,0,,0,INSIDE_LEFT,DRAW,0,Cover-3,Zone,10,196,2,2
1,15,92,2,SINGLEBACK,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,2,182,3,1
1,10,20,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-6,852,2,2
3,18,36,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,113,3,1
3,4,33,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,5,73,2,2
2,6,6,2,SHOTGUN,0,,0,OUTSIDE_RIGHT,TRICK,1,Red Zone,Other,6,617,2,2
3,3,64,3,SHOTGUN,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Quarters,Zone,6,10,2,1
2,3,46,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,36,92,3,1
2,10,71,1,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Quarters,Zone,5,643,2,2
2,2,89,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,-39,571,3,2
1,10,72,1,I_FORM,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Cover-3,Zone,16,649,2,1
2,3,68,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,40,3,1
3,5,70,1,EMPTY,0,SCRAMBLE,0,NONE,NONE,0,Quarters,Zone,4,165,3,2
2,10,85,2,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,-5,266,2,2
2,7,20,1,SINGLEBACK,1,SCRAMBLE_ROLLOUT_RIGHT,0,OUTSIDE_RIGHT,PULL LEAD,0,Cover-3,Zone,4,459,2,1
3,5,5,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Bracket,Other,0,157,3,1
3,5,30,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,2-Man,Man,0,820,3,1
2,1,50,2,I_FORM,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,9,863,2,1
2,9,96,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Cover-1,Man,0,179,3,1
1,10,58,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,23,778,2,2
1,10,71,2,SHOTGUN,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-2,Zone,-5,199,3,1
1,10,42,1,SHOTGUN,0,,0,INSIDE_RIGHT,COUNTER,0,Cover-2,Zone,11,803,3,1
3,10,14,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-4,355,3,1
3,8,10,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,829,3,2
4,1,66,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,313,2,2
2,1,20,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,15,159,3,1
1,10,25,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,-3,900,2,2
1,10,25,3,SINGLEBACK,0,,0,INSIDE_LEFT,POWER,0,Cover-3,Zone,5,459,2,1
1,10,80,2,SHOTGUN,1,DESIGNED_RUN,0,OUTSIDE_LEFT,COUNTER,0,Cover-2,Zone,6,80,2,2
2,17,34,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,25,83,2,2
1,10,70,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,0,457,2,2
1,10,25,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,8,106,3,1
2,3,39,2,SHOTGUN,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-3,Zone,2,572,3,1
3,4,53,4,I_FORM,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,FB RUN,0,Cover-3,Zone,7,109,1,1
1,10,86,3,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,5,611,2,1
2,8,9,2,SHOTGUN,1,SCRAMBLE_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Red Zone,Other,0,185,3,1
1,10,63,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,5,311,2,2
1,10,51,1,SHOTGUN,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,1,627,3,1
1,10,69,3,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-8,675,2,2
3,10,98,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Bracket,Other,98,849,2,1
1,10,67,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Cover-3 Seam,Zone,1,278,3,1
2,7,26,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,290,3,2
3,2,98,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,153,2,2
2,9,83,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,10,215,3,1
1,10,84,1,EMPTY,0,TRADITIONAL,0,NONE,DRAW,1,Cover-6 Right,Zone,-2,93,3,2
3,5,95,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,0,839,2,2
1,10,81,2,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,13,442,2,2
1,10,66,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,291,2,2
2,7,40,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,3,235,2,2
2,4,68,2,SHOTGUN,0,,0,INSIDE_RIGHT,COUNTER,0,Cover 6-Left,Zone,9,533,3,1
3,11,34,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,59,3,1
